Title,Date,Category,Link
Decatur County Memorial Hospital Agreed to Pay $3.7 Million for Allegedly Violating the Civil Monetary Penalties Law for Submitting Claims for Home Health Services Not Provided as Claimed,2016-02-22,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/decatur-county-memorial-hospital-agreed-to-pay-37-million-for-allegedly-violating-the-civil-monetary-penalties-law-for-submitting-claims-for-home-health-services-not-provided-as-claimed/
Attorney General Olens Announces Settlement of Kickback Allegations Against Novartis Pharmaceuticals,2016-02-22,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-olens-announces-settlement-of-kickback-allegations-against-novartis-pharmaceuticals/
Bradley Co. Woman Charged with TennCare Fraud,2016-02-22,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/bradley-co-woman-charged-with-tenncare-fraud/
Rutherford County Man Charged 2nd Time with TennCare Doctor Shopping,2016-02-22,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/rutherford-county-man-charged-2nd-time-with-tenncare-doctor-shopping/
Adventist To Pay More Than $2 Million To Resolve False Claims Allegations,2016-02-19,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/adventist-to-pay-more-than-2-million-to-resolve-false-claims-allegations/
Fruitland Woman Indicted for False Billing at Payette Dental Clinic,2016-02-19,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/fruitland-woman-indicted-for-false-billing-at-payette-dental-clinic/
Billings Hospital One of 51 Hospitals Nationwide to Pay More Than $23 Million to Resolve False Claims Act Allegations Related to Implantation of Cardiac Devices,2016-02-17,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/billings-hospital-one-of-51-hospitals-nationwide-to-pay-more-than-23-million-to-resolve-false-claims-act-allegations-related-to-implantation-of-cardiac-devices/
Maryland Health Care Provider Convicted for Patient Deaths,2016-02-17,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/maryland-health-care-provider-convicted-for-patient-deaths/
Physician Pleads Guilty To Illegally Prescribing Pain Medication,2016-02-17,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/physician-pleads-guilty-to-illegally-prescribing-pain-medication/
Fifty-One Hospitals Pay United States More Than $23 Million to Resolve False Claims Act Allegations Related to Implantation of Cardiac Devices,2016-02-17,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/fifty-one-hospitals-pay-united-states-more-than-23-million-to-resolve-false-claims-act-allegations-related-to-implantation-of-cardiac-devices/
Chiropractor Sentenced for Obstructing Investigation Of Health Care Fraud Involving D.C. Medicaid Program,2016-02-16,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/chiropractor-sentenced-for-obstructing-investigation-of-health-care-fraud-involving-dc-medicaid-program/
Florida Woman Arrested Three Times in Six Months,2016-02-15,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/florida-woman-arrested-three-times-in-six-months/
"New Jersey Doctor, Two Companies Agree To Pay $5.25 Million For Allegedly Submitting Bogus Claims To Federal Health Care Programs",2016-02-12,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/new-jersey-doctor-two-companies-agree-to-pay-525-million-for-allegedly-submitting-bogus-claims-to-federal-health-care-programs/
AG Koster announces dentist pleads guilty to Medicaid fraud,2016-02-12,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/ag-koster-announces-dentist-pleads-guilty-to-medicaid-fraud/
Mississippi Woman Charged with TennCare Fraud,2016-02-12,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/mississippi-woman-charged-with-tenncare-fraud-3/
"TennCare Fraud Arrests in Gibson, McNairy Counties",2016-02-12,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/tenncare-fraud-arrests-in-gibson-mcnairy-counties/
Dentist Pleads Guilty to Medicaid Fraud Scheme,2016-02-11,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/dentist-pleads-guilty-to-medicaid-fraud-scheme/
Doctor Charged With Accepting Thousands Of Dollars In Cash Bribes For Referrals To Lab Companies,2016-02-11,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/doctor-charged-with-accepting-thousands-of-dollars-in-cash-bribes-for-referrals-to-lab-companies/
O'Fallon Woman Sentenced for Healthcare Fraud,2016-02-11,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/ofallon-woman-sentenced-for-healthcare-fraud/
United States Announces Approximately $10 Million Settlement With Four Physicians And Two Compounding Pharmacies,2016-02-11,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/united-states-announces-approximately-10-million-settlement-with-four-physicians-and-two-compounding-pharmacies/
Lutherville Man Faces Federal Charges for Bank Fraud and Identity Theft and State Charges for Elder Abuse,2016-02-10,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/lutherville-man-faces-federal-charges-for-bank-fraud-and-identity-theft-and-state-charges-for-elder-abuse/
Lexington Couple Pleads Guilty to Grant Fraud,2016-02-10,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/lexington-couple-pleads-guilty-to-grant-fraud/
"U.S. Attorney’s Office Files Civil Lawsuit Against New Jersey Doctor, Two Companies For Submitting Bogus Claims To Federal Health Care Programs",2016-02-10,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/us-attorneys-office-files-civil-lawsuit-against-new-jersey-doctor-two-companies-for-submitting-bogus-claims-to-federal-health-care-programs/
Davidson County Woman Charged with TennCare Fraud,2016-02-10,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/davidson-county-woman-charged-with-tenncare-fraud/
North Carolina Physician Pays IA Stipulated Penalty,2016-02-10,Stipulated Penalties and Material Breaches,https://oig.hhs.gov/fraud/enforcement/north-carolina-physician-pays-ia-stipulated-penalty/
Illinois Billing and Ambulance Companies Settle Case Involving False Claims,2016-02-09,CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/illinois-billing-and-ambulance-companies-settle-case-involving-false-claims/
Granite City Woman Sentenced For Healthcare Fraud,2016-02-09,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/granite-city-woman-sentenced-for-healthcare-fraud/
Miami Physician Pleads Guilty For Role in $20 Million Health Care Fraud Scheme,2016-02-09,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/miami-physician-pleads-guilty-for-role-in-20-million-health-care-fraud-scheme/
Nurse Convicted For Role In Multi-Million Dollar Hospice Health Care Fraud,2016-02-09,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/nurse-convicted-for-role-in-multi-million-dollar-hospice-health-care-fraud/
North Jersey Neurologist Charged with Billing Insurance Carriers for Medical Procedures He Didn't Perform,2016-02-09,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/north-jersey-neurologist-charged-with-billing-insurance-carriers-for-medical-procedures-he-didnt-perform/
Atlantic County Woman Pleads Guilty In Scheme In Which Millions Of Dollars Were Stolen From Elderly Clients Of Senior Care Company,2016-02-08,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/atlantic-county-woman-pleads-guilty-in-scheme-in-which-millions-of-dollars-were-stolen-from-elderly-clients-of-senior-care-company/
A.G. Schneiderman Announces Arrest Of Peekskill Home Health Care Agency Owner Charged With Failing To Pay Wages To Workers,2016-02-08,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/ag-schneiderman-announces-arrest-of-peekskill-home-health-care-agency-owner-charged-with-failing-to-pay-wages-to-workers/
"Hamilton, Coffee County Residents Charged with TennCare Fraud",2016-02-08,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/hamilton-coffee-county-residents-charged-with-tenncare-fraud/
Arizona Physician Settles False and Fraudulent Medicare Claims Case,2016-02-05,CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/arizona-physician-settles-false-and-fraudulent-medicare-claims-case-3/
Illinois Pharmacist and Owner of a Durable Medical Equipment Supply Company Agrees to Three-Year Exclusion,2016-02-05,CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/illinois-pharmacist-and-owner-of-a-durable-medical-equipment-supply-company-agrees-to-three-year-exclusion/
Michigan Ambulance Company Settles Case Involving False Claims,2016-02-05,CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/michigan-ambulance-company-settles-case-involving-false-claims-2/
"Napa County Health & Human Services Agency Agreed to Pay $35,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services Not Provided as Claimed",2016-02-05,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/napa-county-health-human-services-agency-agreed-to-pay-35000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-not-provided-as-claimed/
"Scott & White Memorial Hospital Agreed to Pay $19,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",2016-02-05,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/scott-white-memorial-hospital-agreed-to-pay-19000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/
"Specialized Physical Therapy Agreed to Pay $22,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Therapy Services Not Provided as Claimed",2016-02-05,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/specialized-physical-therapy-agreed-to-pay-22000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-therapy-services-not-provided-as-claimed/
Eleven Arrested and One Wanted in Pill Mill Shutdown,2016-02-04,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/eleven-arrested-and-one-wanted-in-pill-mill-shutdown/
A.G. Schneiderman Announces Arraignment Of Nurse Aide Who Allegedly Abused Nursing Home Resident,2016-02-04,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/ag-schneiderman-announces-arraignment-of-nurse-aide-who-allegedly-abused-nursing-home-resident/
A.G. Schneiderman Announces Guilty Plea & Sentencing Of Medicaid Recipient To Six Months In Jail For Collaborating With His Personal Care Aide In Kickback Scheme Orchestrated From His Jail Cell,2016-02-04,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/ag-schneiderman-announces-guilty-plea-sentencing-of-medicaid-recipient-to-six-months-in-jail-for-collaborating-with-his-personal-care-aide-in-kickback-scheme-orchestrated-from-his-jail-cell/
Bergen County Cardiologist Charged With Double-Billing Insurance Companies for His Services,2016-02-03,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/bergen-county-cardiologist-charged-with-double-billing-insurance-companies-for-his-services/
Hamblen Co. Woman Charged with TennCare Fraud,2016-02-03,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/hamblen-co-woman-charged-with-tenncare-fraud-3/
Cottage Hills Woman Sentenced On Healthcare Fraud Charge,2016-02-01,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/cottage-hills-woman-sentenced-on-healthcare-fraud-charge/
Belleville Woman Pleads Guilty To Healthcare Fraud,2016-01-29,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/belleville-woman-pleads-guilty-to-healthcare-fraud/
Former Owner and Operator of California Medical Equipment Supply Company Sentenced for Their Roles in $1.5 Million Medicare Fraud Scheme,2016-01-29,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-owner-and-operator-of-california-medical-equipment-supply-company-sentenced-for-their-roles-in-15-million-medicare-fraud-scheme/
Medical professionals indicted in multi-million dollar kickback and bribery scheme,2016-01-29,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/medical-professionals-indicted-in-multi-million-dollar-kickback-and-bribery-scheme/
Fugitive Wanted for Florida Medicaid Fraud Arrested in Texas,2016-01-29,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/fugitive-wanted-for-florida-medicaid-fraud-arrested-in-texas/
Three Arrested for More Than Half a Million in Medicaid Fraud,2016-01-29,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/three-arrested-for-more-than-half-a-million-in-medicaid-fraud/
AG Koster announces guilty pleas for mother and daughter who defrauded Medicaid,2016-01-29,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/ag-koster-announces-guilty-pleas-for-mother-and-daughter-who-defrauded-medicaid/
Texas Doctor Settles Case Involving Kickback Allegations,2016-01-28,CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/texas-doctor-settles-case-involving-kickback-allegations-2/
"Boston Dentist to Pay $650,000 to MassHealth Over Improper Billing",2016-01-28,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/boston-dentist-to-pay-650000-to-masshealth-over-improper-billing/
AG Koster Announces Guilty Pleas in Dent County Medicaid Fraud Cases,2016-01-28,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/ag-koster-announces-guilty-pleas-in-dent-county-medicaid-fraud-cases/
Massachusetts Ambulance Company Settles Case Involving False Claims,2016-01-27,CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/massachusetts-ambulance-company-settles-case-involving-false-claims-3/
Texas Physician Settles False and Fraudulent Medicare Claims Case,2016-01-27,CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/texas-physician-settles-false-and-fraudulent-medicare-claims-case/
Texas Physician Settles False and Fraudulent Medicare Claims Case,2016-01-27,CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/texas-physician-settles-false-and-fraudulent-medicare-claims-case-2/
"Ambulance Company Owners Agree to Pay More Than $245,000 to Resolve Kickback Allegations",2016-01-27,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/ambulance-company-owners-agree-to-pay-more-than-245000-to-resolve-kickback-allegations/
Area Ambulance Company Owner Sentenced in Health Care Fraud Scheme,2016-01-27,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/area-ambulance-company-owner-sentenced-in-health-care-fraud-scheme/
"Liberty Medical Center Agreed to Pay $60,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Hospital Based Ambulatory Care Services Not Provided as Claimed",2016-01-27,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/liberty-medical-center-agreed-to-pay-60000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-hospital-based-ambulatory-care-services-not-provided-as-claimed/
A.G. Schneiderman Announces Arrest Of Social Worker For Allegedly Pushing Nursing Home Resident To The Ground,2016-01-27,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/ag-schneiderman-announces-arrest-of-social-worker-for-allegedly-pushing-nursing-home-resident-to-the-ground/
